10.63,-2.9,-1,-1.63,-2.37
10.73,-2.6,-0.7,-1.83,-2.85
10.83,-2.5,-1.9,-1.69,-2.44
10.93,-2.9,-0.8,-1.9,-2.37
11.03,-3.4,-1.8,-1.36,-2.37
11.13,-3.1,-1.6,-1.83,-2.37
11.23,-2.1,-0.6,-1.83,-2.37
11.32,-2.6,-1.5,-1.49,-2.37
11.42,-2.9,0.2,-2.03,-2.37
11.52,-2.9,-1.4,-1.56,-2.31
11.62,-3.1,-1.9,-1.9,-2.71
11.72,-2.7,-0.6,1.49,0.27
11.82,1.9,2.3,1.15,-0.34
11.92,-1.4,0.4,-0.81,-0.07
12.02,-0.4,2.9,1.76,1.08
12.12,-0.2,0.6,-0.34,-2.03
12.22,0.6,-0.1,2.24,0.88
12.32,1.1,0.3,-1.02,-0.47
12.42,-2.8,0.7,1.42,1.02
12.52,1.1,0.3,0.61,-1.69
12.62,-1.2,-0.1,0.47,-0.34
12.72,1,4.1,0,1.15
12.82,-2,1.7,-0.47,-0.34
12.92,0,2.4,2.1,0.41
13.02,1.1,-0.4,-0.47,-1.22
13.11,-1,1.7,1.15,1.9
13.21,-0.3,2.9,-0.81,-0.47
13.31,-1.4,1.3,2.24,0.2
13.41,2.6,1.1,0,-0.47
13.51,-1.7,0.6,-0.14,0.88
13.61,-0.3,2,0.54,0.88
13.71,-1.3,-0.9,0.14,-0.95
13.81,1,1.2,2.1,0.95
13.91,0.2,0.8,-0.95,-0.61
14.01,-1.4,4,1.22,1.56
14.11,0.4,-0.7,-0.2,-1.36
14.21,-1,-0.3,1.56,0.27
14.31,0.7,0.6,-0.34,-0.47
14.41,-2,2.2,-0.14,0.47
14.51,0.3,0.9,1.63,-0.47
14.61,-0.4,0.6,-0.27,-0.81
14.71,0.2,3.5,1.08,1.29
14.81,-1.1,0.2,-0.88,-0.47
14.91,-1.2,1.9,1.97,1.08
15.01,0.5,0.9,0.14,-1.42
15.1,-1.1,1.8,0.27,0.95
15.2,-0.1,0.8,-0.47,0.07
15.3,-2.1,1.3,0.61,-0.75
15.4,1.2,3.1,1.97,-0.47
15.5,-1.3,0.1,-0.61,-0.81
15.6,-1,2.4,0.88,0.95
15.7,-0.4,-0.6,-0.27,-1.29
15.8,-0.5,1.2,2.1,0.27
15.9,0.2,-0.1,-0.34,-0.47
16,-2.2,1.9,0,1.15
16.1,0,2.6,-0.07,-0.54
16.2,-1.7,0.6,0.41,-0.95
16.3,0.9,3.2,0.14,0.68
16.4,-1.8,2.1,-0.47,-0.47
16.5,0,1.5,1.63,0.95
16.6,0.3,-0.2,0,-0.95
16.7,-1.4,0.3,1.63,0.68
16.8,-0.6,0.3,-0.47,-0.47
16.9,-1.5,2,1.08,-0.2
16.99,0.5,0.9,0.34,-0.75
17.09,-1.6,-0.6,-0.2,0.2
17.19,0.5,3.4,0,0.88
17.29,-1.3,0.4,-0.14,-0.47
17.39,0,2.8,1.9,0.2
17.49,-0.7,0.5,-0.68,-0.2
17.59,-1.4,3.3,0.27,1.29
17.69,-0.7,0.3,-0.2,-0.41
17.79,-1.1,-0.7,1.97,-0.07
17.89,0.7,0.9,-0.34,-0.2
17.99,-2.3,2.4,-0.27,0.54
18.09,-0.5,3.7,0.81,0.14
18.19,-1.2,0.2,0.27,-1.22
18.29,-0.6,2,1.22,0.81
18.39,-0.5,1,-0.61,-0.34
18.49,-1.2,2.1,1.76,1.02
18.59,0.3,0,-0.2,-1.29
18.69,-1.6,0.4,0.81,0.75
18.79,0.2,1.9,0.14,0.27
18.88,-1.1,0.1,0,-0.14
18.98,0.1,0.6,1.76,-0.68
19.08,-1.1,2.1,-0.14,-0.47
19.18,-0.6,3.8,0.27,0.75
19.28,-1.4,-1.1,-0.47,-0.34
19.38,-0.1,1,1.76,-0.2
19.48,0.6,0.9,-0.2,-0.61
19.58,-1.8,3.1,-0.07,0.54
19.68,-0.2,1.2,-0.2,0.14
19.78,-1.5,0.5,0.75,-0.95
19.88,0.9,1.7,0.27,0
19.98,-1.2,2.6,-0.68,-0.34
20.08,-1,1.9,1.56,0.75
20.18,-0.9,-0.5,-0.2,-1.22
20.28,-0.8,0.1,1.15,0.81
20.38,0.3,2.6,-0.34,-0.2
20.48,-1.6,1.9,0.47,0.41
20.58,0.6,1.8,0.27,-0.34
20.68,-1.2,0.8,-0.07,-0.47
20.78,-0.1,4,-0.34,0.88
20.87,-1.9,1,-0.14,-0.95
20.97,-0.1,1.7,1.9,-0.34
21.07,-0.3,1.6,-0.27,-0.81
21.17,-1.8,1,0.61,1.63
21.27,-0.6,1.1,-0.2,-0.61
21.37,-0.8,-0.8,1.76,-0.2
21.47,1,1,-0.14,-0.41
21.57,-1.8,0.2,0,0.61
21.67,-0.4,0.8,0.14,0.27
21.77,-1.5,0.9,0,0
21.87,-0.2,2.5,1.15,0.41
21.97,-0.8,0.2,-0.95,-0.47
22.07,-1.4,3.6,1.02,0.95
22.17,0.2,-0.6,-0.2,-0.81
