4.67,0,-0.6,0.14,0.34
4.77,0,1.4,0.07,-0.07
4.87,0.3,-1.6,-0.07,-0.07
4.97,0.1,-0.8,0.41,-0.14
5.07,0.1,-0.6,0.14,-0.14
5.17,0.4,1.4,0.41,-0.07
5.27,0.9,1.7,0,-0.68
5.36,0.6,0.4,0.14,-0.14
5.46,0.4,-1.2,-0.2,-1.49
5.56,-0.4,0.4,-0.95,-0.81
5.66,-1.5,-0.9,-1.08,-1.42
5.76,-2.2,-0.9,-1.22,-1.69
5.86,-2.1,-2,-1.08,-2.92
5.96,-1.8,-2.9,-1.22,-3.25
6.06,-1.9,-3.6,-2.1,-3.32
6.16,-2.1,-3.8,-1.56,-3.66
6.26,-2.4,-2.7,-1.49,-3.8
6.36,-2.2,-3.9,-1.69,-3.53
6.46,-2.3,-2.7,-1.83,-3.53
6.56,-2.6,-3.5,-2.31,-3.46
6.66,-2.6,-3,-1.69,-3.86
6.75,-2.4,-2.9,-1.42,-3.46
6.85,-1.5,-0.9,2.03,0.27
6.95,2.2,2.1,0.14,-0.34
7.05,-1.7,0.3,-0.47,0
7.15,2.6,2.7,1.76,0.95
7.25,0.8,0.7,-0.27,-1.49
7.35,0.7,4.4,1.9,2.1
7.45,-0.1,1.7,-1.22,-0.88
7.55,-0.6,3.6,2.03,0.61
7.65,2,-0.3,-0.14,-1.63
7.75,-1.4,-0.7,0.75,0.27
7.85,1.3,1.2,-0.27,0.34
7.95,-2.3,-0.8,0.41,-0.75
8.05,1.6,1.3,1.9,0
8.15,-0.3,-0.8,-0.75,-0.88
8.25,-0.7,2.3,2.1,1.69
8.35,0.4,-0.1,-0.95,-1.15
8.44,-1,0.2,2.1,1.02
8.54,1.5,-0.4,-0.61,-0.41
8.64,-1.9,-0.8,0,0.75
8.74,0.5,0.7,0.61,-0.54
8.84,-1.1,-2.2,0.14,-1.15
8.94,1,1.2,1.76,0.47
9.04,-0.5,-0.9,-0.47,-0.41
9.14,0,2.1,1.9,0.54
9.24,1,-0.9,-0.47,-1.63
9.34,-0.9,-1.5,1.49,1.02
9.44,0.5,0.3,-0.75,-0.81
9.54,-1,-0.7,0.75,-0.2
9.64,1.5,0,1.15,-0.41
9.74,-1.4,-0.6,-0.34,-1.02
9.84,0.6,2,1.02,1.22
9.94,-0.8,-0.4,-0.47,-1.29
10.04,0.3,0.2,2.03,1.36
10.14,1.2,-0.7,-0.75,-0.95
10.24,-1.5,1.4,1.02,0.81
10.33,0.4,-0.7,-0.27,-0.88
10.43,-1.5,-1.4,1.02,-0.54
10.53,1.9,-0.3,0.2,-0.41
10.63,-1.6,-1.1,-0.47,-1.15
10.73,0.5,1.9,1.76,0.75
10.83,0,-2.1,-0.47,-1.49
10.93,-0.1,0,1.63,0.88
11.03,-0.1,0.9,-0.68,-0.41
11.13,-1.1,-0.3,1.76,0.47
11.23,1.2,-0.3,-0.14,-0.68
11.33,-1.4,-0.1,0.68,0.14
11.43,1,1.9,0.27,0.34
11.53,-1,-1.2,-0.34,-1.02
11.63,0.8,0.6,1.63,0.2
11.73,-0.1,-0.1,-0.68,-1.29
11.83,-0.6,0.6,1.56,1.49
11.93,0,-0.3,-0.75,-0.88
12.03,-1.5,-0.9,1.63,0.34
12.13,0.9,-1.6,0.47,-0.81
12.23,-0.4,0.4,-0.2,0.88
12.32,0.7,0.7,0.07,-0.27
12.42,-1.1,-1,0.07,-0.41
12.52,0.7,0.5,1.76,0.47
12.62,-0.1,-1,-0.47,-0.61
12.72,-0.7,1.3,1.36,0.95
12.82,0,-2.3,-0.27,-1.49
12.92,0.1,0.3,1.76,0.47
13.02,0.4,-1.2,-0.47,-0.68
13.12,-1,-1.4,0.34,0.34
13.22,1.3,-1.1,1.08,-0.75
13.32,-0.1,-1.6,-0.07,-0.75
13.42,0,0.2,0.88,0.47
13.52,-0.7,-0.5,-0.75,-0.81
13.62,-0.7,0.1,2.03,0.54
13.72,1,-0.7,-0.34,-1.15
13.82,-1.5,0.9,0.88,1.08
13.92,0.4,0.8,-0.34,-0.54
14.02,-1.5,-0.7,0.75,-0.68
14.12,1.1,-0.7,0.75,-0.07
14.21,-0.7,0.9,-0.34,-0.14
14.31,0.1,0,1.02,0.75
14.41,-0.1,-0.3,-0.34,-1.15
14.51,0.2,-0.3,1.97,0.95
14.61,0.4,-1.6,-0.75,-0.68
14.71,-1.1,0.9,0.88,0.47
14.81,0.1,-0.8,-0.2,-1.02
14.91,-0.7,-1.1,0.68,-0.54
15.01,0.8,1.4,-0.07,-0.07
15.11,-1.2,-1.6,-0.2,-0.68
15.21,0,0.1,1.76,0.34
15.31,0.6,-1.1,-0.34,-0.54
15.41,-0.5,0.4,1.02,0.95
15.51,-0.4,-0.5,-0.61,-0.68
15.61,-0.7,-1.1,1.76,0.34
15.71,0.6,0.3,-0.2,-0.27
15.81,-0.4,-1.7,0,0.68
15.91,0.4,0.6,0.47,-0.27
16.01,-0.5,-1.7,0.14,-0.54
16.11,1.1,0.5,1.63,-0.07
16.2,-0.8,-1.4,-0.47,-0.54
16.3,-0.4,3.1,1.02,1.22
16.4,-0.6,-1.5,-0.27,-0.75
16.5,-0.2,-0.7,1.63,0.14
16.6,1,1,-0.07,-0.2
16.7,-1.8,0.3,-0.07,0.34
16.8,0.6,0.2,0.27,-0.75
16.9,-0.4,0.7,-0.14,-0.54
17,1.1,2.2,0.47,0.54
17.1,-0.8,-0.6,-0.47,-0.54
17.2,0.4,0.6,1.83,0.34
17.3,0.2,-0.3,-0.14,-1.15
17.4,-0.5,-1.1,0.81,0.95
17.5,0.3,-0.5,-0.14,-0.2
17.6,-0.7,-1.6,0.75,-0.47
17.7,1.3,0.3,0.27,-0.41
17.8,-0.2,0.1,-0.14,-0.68
17.9,0,-0.2,0.34,0.61
18,-0.1,0.4,-0.07,-0.41
18.09,0.3,-0.2,1.76,0.2
